Marca,Modelo,Valor,Ano,Combustivel,Automatico,Vendas
Fiat,Palio Week. Adv/Adv TRYON 1.8 mpi Flex,19544.0,2005,Gasolina,False,1615
Fiat,Palio Week. Adv/Adv TRYON 1.8 mpi Flex,15800.0,2004,Gasolina,False,695
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,54577.0,2020,Gasolina,False,1685
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,51860.0,2019,Gasolina,False,705
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,50265.0,2018,Gasolina,False,2014
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,39547.0,2017,Gasolina,False,1845
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,37319.0,2016,Gasolina,False,1948
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,35199.0,2015,Gasolina,False,1301
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,33785.0,2014,Gasolina,False,1797
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,32005.0,2013,Gasolina,False,1894
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,29487.0,2012,Gasolina,False,1707
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,26452.0,2011,Gasolina,False,1078
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,25625.0,2010,Gasolina,False,1380
Fiat,Palio Week.Adv. ITAL. Dual. 1.8 Flex 16V,37798.0,2012,Gasolina,False,1223
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,54115.0,2017,Gasolina,False,1759
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,49284.0,2016,Gasolina,False,1912
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,45785.0,2015,Gasolina,False,2287
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,42254.0,2014,Gasolina,False,526
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,38521.0,2013,Gasolina,False,903
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,36885.0,2012,Gasolina,False,1359
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,34878.0,2011,Gasolina,False,1764
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,31201.0,2010,Gasolina,False,1141
Fiat,Palio Weekend 1.0 6-marchas,10180.0,2000,Gasolina,False,1757
Fiat,Palio Weekend 1.0 6-marchas,9484.0,1999,Gasolina,False,1171
Fiat,Palio Weekend 1.5 mpi 4p,12079.0,2004,Álcool,False,1084
Fiat,Palio Weekend 1.5 mpi 4p,10746.0,2003,Álcool,False,787
Fiat,Palio Weekend 1.5 mpi 4p,10747.0,2000,Gasolina,False,1281
Fiat,Palio Weekend 1.5 mpi 4p,10324.0,2000,Álcool,False,753
Fiat,Palio Weekend 1.5 mpi 4p,9559.0,1999,Gasolina,False,803
Fiat,Palio Weekend 1.5 mpi 4p,8805.0,1999,Álcool,False,1960
Fiat,Palio Weekend 1.5 mpi 4p,9107.0,1998,Gasolina,False,1937
Fiat,Palio Weekend 1.5 mpi 4p,8430.0,1998,Álcool,False,429
Fiat,Palio Weekend 1.5 mpi 4p,8824.0,1997,Gasolina,False,425
Fiat,Palio Weekend 1.5 mpi 4p,8136.0,1997,Álcool,False,2347
Fiat,Palio Weekend 1.6 mpi 16V 4p,10368.0,1999,Gasolina,False,1394
Fiat,Palio Weekend 1.6 mpi 16V 4p,10047.0,1998,Gasolina,False,982
Fiat,Palio Weekend 1.6 mpi 16V 4p,9496.0,1997,Gasolina,False,1403
Fiat,Palio Weekend Adv. Ext. 1.8 Dual. Flex,49375.0,2016,Gasolina,False,1601
Fiat,Palio Weekend Adv. Ext. 1.8 Flex,44441.0,2016,Gasolina,False,576
Fiat,Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex,50743.0,2016,Gasolina,False,1640
Fiat,Palio Weekend Adv. LOCKER Ext. 1.8 Flex,46828.0,2016,Gasolina,False,1596
Fiat,Palio Weekend Adventure 1.6 8V/16V,14738.0,2003,Gasolina,False,872
Fiat,Palio Weekend Adventure 1.6 8V/16V,13888.0,2002,Gasolina,False,2057
Fiat,Palio Weekend Adventure 1.6 8V/16V,12198.0,2001,Gasolina,False,1501
Fiat,Palio Weekend Adventure 1.6 8V/16V,11174.0,2000,Gasolina,False,901
Fiat,Palio Weekend Adventure 1.6 8V/16V,9006.0,1999,Gasolina,False,1845
Fiat,Palio Weekend Adventure 1.8 8V 103cv 4p,16666.0,2004,Gasolina,False,1539
Fiat,Palio Weekend Adventure 1.8 8V 103cv 4p,13603.0,2003,Gasolina,False,1192
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,73557.0,2020,Gasolina,False,1076
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,63364.0,2019,Gasolina,False,753
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,58482.0,2018,Gasolina,False,1577
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,53754.0,2017,Gasolina,False,1471
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,48152.0,2016,Gasolina,False,1729
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,45651.0,2015,Gasolina,False,1180
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,42041.0,2014,Gasolina,False,1770
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,37965.0,2013,Gasolina,False,1802
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,36779.0,2012,Gasolina,False,1882
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,34642.0,2011,Gasolina,False,1726
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,31103.0,2010,Gasolina,False,1559
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,29607.0,2009,Gasolina,False,1755
Fiat,Palio Weekend City 1.5/ 1.6 4p,10474.0,2000,Gasolina,False,1030
Fiat,Palio Weekend City 1.5/ 1.6 4p,9649.0,2000,Álcool,False,267
Fiat,Palio Weekend City 1.5/ 1.6 4p,8432.0,1999,Gasolina,False,1230
Fiat,Palio Weekend City 1.5/ 1.6 4p,8413.0,1999,Álcool,False,1049
Fiat,Palio Weekend ELX 1.0 mpi Fire 16V,13077.0,2003,Gasolina,False,262
Fiat,Palio Weekend ELX 1.0 mpi Fire 16V,12050.0,2002,Gasolina,False,1984
Fiat,Palio Weekend ELX 1.0 mpi Fire 16V,10550.0,2001,Gasolina,False,1769
Fiat,Palio Weekend ELX 1.3 mpi Fire 16V,13006.0,2003,Gasolina,False,1496
Fiat,Palio Weekend ELX 1.3 mpi Fire 16V,12599.0,2002,Gasolina,False,1399
Fiat,Palio Weekend ELX 1.3 mpi Fire 16V,10894.0,2001,Gasolina,False,1270
Fiat,Palio Weekend ELX 1.3 mpi Fire 16V,10090.0,2000,Gasolina,False,1527
Fiat,Palio Weekend ELX 1.3 mpi Flex 8V 4p,19532.0,2005,Gasolina,False,627
Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,26884.0,2010,Gasolina,False,679
Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,25438.0,2009,Gasolina,False,1484
Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,21979.0,2008,Gasolina,False,1632
Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,20324.0,2007,Gasolina,False,2838
Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,19671.0,2006,Gasolina,False,1796
Fiat,Palio Weekend ELX 1.5 mpi 4p,11875.0,2001,Gasolina,False,1246
Fiat,Palio Weekend ELX 1.5 mpi 4p,10741.0,2001,Álcool,False,1861
Fiat,Palio Weekend ELX 1.5 mpi 4p,11503.0,2000,Gasolina,False,1292
Fiat,Palio Weekend ELX 1.5 mpi 4p,10394.0,2000,Álcool,False,1015
Fiat,Palio Weekend ELX 1.5 mpi 4p,9494.0,1999,Gasolina,False,1541
Fiat,Palio Weekend ELX 1.5 mpi 4p,9957.0,1999,Álcool,False,2018
Fiat,Palio Weekend ELX 1.5 mpi 4p,8572.0,1998,Gasolina,False,1842
Fiat,Palio Weekend ELX 1.5 mpi 4p,8599.0,1998,Álcool,False,1663
Fiat,Palio Weekend ELX 1.6 mpi,12064.0,2000,Gasolina,False,928
Fiat,Palio Weekend ELX 1.6 mpi,10219.0,1999,Gasolina,False,2207
Fiat,Palio Weekend ELX 1.6 mpi,9406.0,1998,Gasolina,False,1515
Fiat,Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p,14562.0,2004,Gasolina,False,1655
Fiat,Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p,14107.0,2003,Gasolina,False,370
Fiat,Palio Weekend EX 1.5 mpi,10051.0,2000,Gasolina,False,694
Fiat,Palio Weekend EX 1.5 mpi,9650.0,2000,Álcool,False,1390
Fiat,Palio Weekend EX 1.5 mpi,9456.0,1999,Gasolina,False,2117
Fiat,Palio Weekend EX 1.5 mpi,8417.0,1999,Álcool,False,1389
Fiat,Palio Weekend EX 1.8 mpi 8V 103cv 4p,14410.0,2004,Gasolina,False,1260
Fiat,Palio Weekend EX 1.8 mpi 8V 103cv 4p,13975.0,2003,Gasolina,False,1229
Fiat,Palio Weekend HLX 1.8 mpi Flex 4p,22171.0,2008,Gasolina,False,1618
Fiat,Palio Weekend HLX 1.8 mpi Flex 4p,19993.0,2007,Gasolina,False,1277
Fiat,Palio Weekend HLX 1.8 mpi Flex 4p,19045.0,2006,Gasolina,False,1132
Fiat,Palio Weekend HLX 1.8 mpi Flex 4p,18450.0,2005,Gasolina,False,2013
Fiat,Palio Weekend Sport 1.6 mpi 16V 4p,11126.0,2000,Gasolina,False,1528
Fiat,Palio Weekend Sport 1.6 mpi 16V 4p,10778.0,1999,Gasolina,False,1527
Fiat,Palio Weekend Sport 1.6 mpi 16V 4p,9086.0,1998,Gasolina,False,1734
Fiat,Palio Weekend Sport 1.6 mpi 16V 4p,8243.0,1997,Gasolina,False,1589
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,15975.0,2003,Gasolina,False,2285
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,13174.0,2002,Gasolina,False,1026
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,12281.0,2001,Gasolina,False,459
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,11197.0,2000,Gasolina,False,647
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,10854.0,1999,Gasolina,False,1618
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,9730.0,1998,Gasolina,False,1388
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,9415.0,1997,Gasolina,False,1426
Fiat,Palio Weekend Stile 1.8 mpi 8V 103cv 4p,18699.0,2005,Gasolina,False,1671
Fiat,Palio Weekend Stile 1.8 mpi 8V 103cv 4p,16750.0,2004,Gasolina,False,1453
Fiat,Palio Weekend Stile 1.8 mpi 8V 103cv 4p,16227.0,2003,Gasolina,False,2304
Fiat,Palio Weekend Trekking 1.4 Fire Flex 8V,26804.0,2011,Gasolina,False,1708
Fiat,Palio Weekend Trekking 1.4 Fire Flex 8V,25885.0,2010,Gasolina,False,1059
Fiat,Palio Weekend Trekking 1.4 Fire Flex 8V,24582.0,2009,Gasolina,False,2492
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,39175.0,2016,Gasolina,False,1206
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,33971.0,2015,Gasolina,False,1982
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,32648.0,2014,Gasolina,False,1318
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,31247.0,2013,Gasolina,False,952
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,30270.0,2012,Gasolina,False,2480
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,29344.0,2011,Gasolina,False,1104
Fiat,Palio Weekend Trekking 1.8 mpi Flex 8V,26020.0,2010,Gasolina,False,1925
Fiat,Palio Young 1.0 mpi 8v 2p,9096.0,2002,Álcool,False,2152
Fiat,Palio Young 1.0 mpi 8v 2p,8756.0,2001,Gasolina,False,1946
Fiat,Palio Young 1.0 mpi 8v 2p,6912.0,2001,Álcool,False,1991
Fiat,Palio Young 1.0 mpi 8v 4p,11209.0,2002,Gasolina,False,2163
Fiat,Palio Young 1.0 mpi 8v 4p,9233.0,2002,Álcool,False,1822
Fiat,Palio Young 1.0 mpi 8v 4p,10006.0,2001,Gasolina,False,1827
Fiat,Palio Young 1.0 mpi 8v 4p,7034.0,2001,Álcool,False,1983
Fiat,Palio Young 1.0 mpi Fire 8V 2p,9560.0,2002,Gasolina,False,2597
Fiat,Palio Young 1.0 mpi Fire 8V 4p,11362.0,2002,Gasolina,False,1972
Fiat,Panorama C/CL,1745.0,1986,Gasolina,False,2299
Fiat,Panorama C/CL,1674.0,1985,Gasolina,False,1459
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,5076.0,1994,Gasolina,False,1068
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,4785.0,1993,Gasolina,False,1970
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,4552.0,1992,Gasolina,False,1015
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,4357.0,1991,Gasolina,False,1595
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,3792.0,1990,Gasolina,False,1346
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,3398.0,1989,Gasolina,False,1571
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,3214.0,1988,Gasolina,False,1946
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,4852.0,1994,Gasolina,False,1489
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,4652.0,1993,Gasolina,False,1872
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,4502.0,1992,Gasolina,False,1456
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,4307.0,1991,Gasolina,False,1003
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,3519.0,1990,Gasolina,False,510
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,3368.0,1989,Gasolina,False,2152
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,3211.0,1988,Gasolina,False,1746
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,2981.0,1987,Gasolina,False,1168
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,2815.0,1986,Gasolina,False,942
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,2598.0,1985,Gasolina,False,2049
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,6516.0,1994,Gasolina,False,1379
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,6312.0,1993,Gasolina,False,1262
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,5725.0,1992,Gasolina,False,1941
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,4790.0,1991,Gasolina,False,976
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,4609.0,1990,Gasolina,False,2414
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,4302.0,1989,Gasolina,False,1456
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,4171.0,1988,Gasolina,False,2483
Fiat,Premio CSL 1.6/ 1.5,5298.0,1994,Gasolina,False,1519
Fiat,Premio CSL 1.6/ 1.5,4999.0,1993,Gasolina,False,914
Fiat,Premio CSL 1.6/ 1.5,4596.0,1992,Gasolina,False,1325
Fiat,Premio CSL 1.6/ 1.5,4453.0,1991,Gasolina,False,1508
Fiat,Premio CSL 1.6/ 1.5,4166.0,1990,Gasolina,False,1547
Fiat,Premio CSL 1.6/ 1.5,4037.0,1989,Gasolina,False,1564
Fiat,Premio CSL 1.6/ 1.5,3810.0,1988,Gasolina,False,1030
Fiat,Premio CSL 1.6/ 1.5,3606.0,1987,Gasolina,False,1873
Fiat,Premio CSL 1.6/ 1.5,3171.0,1986,Gasolina,False,814
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,4592.0,1993,Gasolina,False,1919
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,4448.0,1992,Gasolina,False,2791
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,4000.0,1991,Gasolina,False,1518
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,3212.0,1990,Gasolina,False,2158
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,3109.0,1989,Gasolina,False,1725
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,2773.0,1988,Gasolina,False,1831
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,2632.0,1987,Gasolina,False,1887
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,2537.0,1986,Gasolina,False,1422
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,2459.0,1985,Gasolina,False,2361
Fiat,Punto ELX 1.4 Fire Flex 8V 5p,26163.0,2011,Gasolina,False,1952
Fiat,Punto ELX 1.4 Fire Flex 8V 5p,25208.0,2010,Gasolina,False,1253
Fiat,Punto ELX 1.4 Fire Flex 8V 5p,23930.0,2009,Gasolina,False,1452
Fiat,Punto ELX 1.4 Fire Flex 8V 5p,23182.0,2008,Gasolina,False,2289
Fiat,Punto 1.4 Fire Flex 8V 5p,26519.0,2011,Gasolina,False,1638
Fiat,Punto 1.4 Fire Flex 8V 5p,25464.0,2010,Gasolina,False,778
Fiat,Punto 1.4 Fire Flex 8V 5p,23893.0,2009,Gasolina,False,1500
Fiat,Punto 1.4 Fire Flex 8V 5p,23147.0,2008,Gasolina,False,1214
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,44111.0,2017,Gasolina,False,1008
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,39195.0,2016,Gasolina,False,1176
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,36789.0,2015,Gasolina,False,837
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,35124.0,2014,Gasolina,False,1128
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,33159.0,2013,Gasolina,False,1871
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,29356.0,2012,Gasolina,False,1420
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,26823.0,2011,Gasolina,False,2444
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,44740.0,2017,Gasolina,False,1769
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,40406.0,2016,Gasolina,False,786
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,37926.0,2015,Gasolina,False,3103
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,35302.0,2014,Gasolina,False,1790
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,33375.0,2013,Gasolina,False,814
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,29758.0,2012,Gasolina,False,2377
Fiat,Punto BLACKMOTION 1.8 Flex 16V 5p.,49221.0,2017,Gasolina,False,1051
Fiat,Punto BLACKMOTION 1.8 Flex 16V 5p.,47299.0,2016,Gasolina,False,1185
Fiat,Punto BLACKMOTION 1.8 Flex 16V 5p.,43475.0,2015,Gasolina,False,300
Fiat,Punto BLACKMOTION 1.8 Flex 16V 5p.,39209.0,2014,Gasolina,False,305
Fiat,Punto BLACKMOTION Dual. 1.8 Flex 16v 5p,51477.0,2017,Gasolina,False,1063
Fiat,Punto BLACKMOTION Dual. 1.8 Flex 16v 5p,48542.0,2016,Gasolina,False,397
Fiat,Punto BLACKMOTION Dual. 1.8 Flex 16v 5p,44444.0,2015,Gasolina,False,2223
Fiat,Punto BLACKMOTION Dual. 1.8 Flex 16v 5p,40071.0,2014,Gasolina,False,1603
Fiat,Punto Cabrio,6054.0,1995,Gasolina,False,632
Fiat,Punto EL/ELX,4112.0,1995,Gasolina,False,1586
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,44854.0,2017,Gasolina,False,2282
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,40961.0,2016,Gasolina,False,1605
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,38297.0,2015,Gasolina,False,1689
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,35324.0,2014,Gasolina,False,720
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,34166.0,2013,Gasolina,False,1045
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,29842.0,2012,Gasolina,False,1124
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,27812.0,2011,Gasolina,False,2357
Fiat,Punto ESSENCE 1.8 Flex 16V 5p,30259.0,2012,Gasolina,False,2149
Fiat,Punto ESSENCE 1.8 Flex 16V 5p,27863.0,2011,Gasolina,False,1167
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,47164.0,2017,Gasolina,False,1624
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,41189.0,2016,Gasolina,False,1767
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,38365.0,2015,Gasolina,False,1247
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,35897.0,2014,Gasolina,False,1538
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,34254.0,2013,Gasolina,False,1675
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,30461.0,2012,Gasolina,False,462
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,28245.0,2011,Gasolina,False,1639
Fiat,Punto ESSENCE Dualogic 1.8 Flex 16V 5p,30647.0,2012,Gasolina,False,1292
Fiat,Punto ESSENCE Dualogic 1.8 Flex 16V 5p,28304.0,2011,Gasolina,False,2034
Fiat,Punto ESSENCE SP 1.6 Flex 16V 5p,41062.0,2016,Gasolina,False,1432
Fiat,Punto ESSENCE SP 1.6 Flex 16V 5p,38596.0,2015,Gasolina,False,1669
Fiat,Punto ESSENCE SP 1.6 Flex 16V 5p,35369.0,2014,Gasolina,False,1730
Fiat,Punto ESSENCE SP Dualogic 1.6 Flex 16V,40500.0,2016,Gasolina,False,1189
Fiat,Punto ESSENCE SP Dualogic 1.6 Flex 16V,39072.0,2015,Gasolina,False,1991
Fiat,Punto ESSENCE SP Dualogic 1.6 Flex 16V,33121.0,2014,Gasolina,False,1438
Fiat,Punto HLX 1.8 Flex 8V 5p,25180.0,2010,Gasolina,False,1755
Fiat,Punto HLX 1.8 Flex 8V 5p,23205.0,2009,Gasolina,False,1848
Fiat,Punto HLX 1.8 Flex 8V 5p,22480.0,2008,Gasolina,False,1361
Fiat,Punto S,5750.0,1995,Gasolina,False,1461
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,43984.0,2016,Gasolina,False,1185
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,41062.0,2015,Gasolina,False,1690
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,38098.0,2014,Gasolina,False,1261
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,35779.0,2013,Gasolina,False,1152
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,31182.0,2012,Gasolina,False,1934
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,29493.0,2011,Gasolina,False,1337
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,27817.0,2010,Gasolina,False,1149
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,26448.0,2009,Gasolina,False,1852
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,25621.0,2008,Gasolina,False,1379
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,44129.0,2016,Gasolina,False,1004
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,41962.0,2015,Gasolina,False,1023
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,38122.0,2014,Gasolina,False,1092
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,36278.0,2013,Gasolina,False,1194
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,35144.0,2012,Gasolina,False,1203
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,29925.0,2011,Gasolina,False,2480
Fiat,Punto SX,4288.0,1995,Gasolina,False,2140
Fiat,Punto T-JET 1.4 16V Turbo 5p,51808.0,2016,Gasolina,False,1584
Fiat,Punto T-JET 1.4 16V Turbo 5p,47162.0,2015,Gasolina,False,1911
Fiat,Punto T-JET 1.4 16V Turbo 5p,45688.0,2014,Gasolina,False,1359
Fiat,Punto T-JET 1.4 16V Turbo 5p,43161.0,2013,Gasolina,False,1799
Fiat,Punto T-JET 1.4 16V Turbo 5p,40000.0,2012,Gasolina,False,280
Fiat,Punto T-JET 1.4 16V Turbo 5p,35536.0,2011,Gasolina,False,1487
Fiat,Punto T-JET 1.4 16V Turbo 5p,34426.0,2010,Gasolina,False,1894
Fiat,Punto T-JET 1.4 16V Turbo 5p,27932.0,2009,Gasolina,False,2326
Fiat,Siena 1.0 mpi/ 500 1.0 mpi,9601.0,2000,Gasolina,False,1300
Fiat,Siena 1.0 mpi/ 500 1.0 mpi,8626.0,1999,Gasolina,False,1058
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,24347.0,2012,Gasolina,False,515
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,23076.0,2011,Gasolina,False,1698
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,21610.0,2010,Gasolina,False,2405
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,20409.0,2009,Gasolina,False,670
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,19223.0,2008,Gasolina,False,1631
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,18235.0,2007,Gasolina,False,954
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,15890.0,2006,Gasolina,False,2902
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,14886.0,2005,Gasolina,False,1607
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,14421.0,2004,Gasolina,False,1563
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,13979.0,2003,Gasolina,False,1497
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,11486.0,2002,Gasolina,False,1691
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,11123.0,2001,Gasolina,False,1494
Fiat,Siena 1.5 mpi 8V 4p,11259.0,2004,Álcool,False,1985
Fiat,Siena 1.5 mpi 8V 4p,10567.0,2003,Álcool,False,770
Fiat,Siena ATTRACTIVE 1.0 Fire Flex 8V 4p,24831.0,2011,Gasolina,False,1304
Fiat,Siena ATTRACTIVE 1.4 Fire Flex 8V 4p,26762.0,2011,Gasolina,False,1245
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,23276.0,2012,Gasolina,False,912
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,22549.0,2011,Gasolina,False,1440
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,21776.0,2010,Gasolina,False,1541
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,20774.0,2009,Gasolina,False,1112
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,18850.0,2008,Gasolina,False,772
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,17832.0,2007,Gasolina,False,582
Fiat,Siena City 4p,9523.0,2000,Gasolina,False,1655
